1.009067E+0,5.437233E-9
1.619173E+0,5.454664E-11
2.212547E+0,-6.246285E-10
2.806850E+0,-1.053134E-9
3.419798E+0,-1.368956E-9
4.015192E+0,-1.629331E-9
4.609002E+0,-2.490766E-9
5.222341E+0,-1.711434E-9
5.815045E+0,-1.181993E-10
6.408746E+0,-1.443994E-9
7.022481E+0,-2.563078E-9
7.616770E+0,-1.255477E-9
8.210749E+0,-1.090629E-9
8.766976E+0,-1.569158E-9
9.361720E+0,-1.076008E-9
9.974190E+0,-6.955904E-10
1.056817E+1,-4.753953E-10
1.116204E+1,-2.826498E-10
1.175616E+1,-1.444059E-10
1.236774E+1,-2.062674E-10
1.296166E+1,1.130217E-10
1.355652E+1,-2.562441E-10
1.416830E+1,-3.304378E-10
1.476288E+1,-3.477928E-10
1.535655E+1,-3.336209E-10
1.597036E+1,-4.130362E-10
1.656445E+1,-5.973280E-10
1.715878E+1,-5.362614E-10
1.777018E+1,-3.664404E-10
1.836688E+1,-2.887661E-10
1.895998E+1,-1.784199E-10
1.957216E+1,-4.773514E-11
2.016656E+1,1.398725E-10
2.075774E+1,2.548338E-10
2.137102E+1,2.201763E-10
2.196611E+1,9.611574E-11
2.255812E+1,9.298284E-11
2.317419E+1,9.999428E-11
2.371254E+1,-5.877449E-11
2.430619E+1,-1.835419E-10
2.491870E+1,-2.020406E-10
2.551323E+1,-1.038280E-10
2.610473E+1,-9.398175E-11
2.671853E+1,-6.011713E-11
2.731213E+1,5.335321E-11
2.790760E+1,2.417566E-10
2.852087E+1,4.295632E-10
2.911428E+1,4.193199E-10
2.970814E+1,4.089781E-10
3.031964E+1,4.833147E-10
3.091487E+1,4.602934E-10
3.150821E+1,3.503535E-10
3.212200E+1,2.380769E-10
3.271492E+1,1.629443E-10
3.330849E+1,1.540439E-10
3.392192E+1,1.795024E-10
3.451517E+1,2.014305E-10
3.510516E+1,2.766626E-10
3.571743E+1,6.385019E-10
3.631201E+1,7.762875E-10
3.690700E+1,5.468616E-10
3.751917E+1,5.485024E-10
3.811312E+1,5.948443E-10
3.865307E+1,7.367569E-10
3.926569E+1,9.993967E-10
3.985798E+1,1.123459E-9
4.045111E+1,8.290441E-10
4.106467E+1,1.053247E-9
4.165919E+1,1.369989E-9
4.225291E+1,1.333240E-9
4.286625E+1,1.716016E-9
4.346021E+1,1.323448E-9
4.405389E+1,1.545514E-9
4.466629E+1,3.464252E-10
4.525982E+1,-2.258886E-9
4.585413E+1,4.360770E-10
4.646609E+1,5.420874E-10
4.706113E+1,2.569719E-10
4.765474E+1,3.847118E-10
4.826716E+1,6.941427E-10
4.886242E+1,3.769056E-10
4.945493E+1,1.203015E-9
5.006878E+1,2.079746E-9
5.066151E+1,2.425325E-9
5.125741E+1,8.218844E-10
5.185096E+1,7.674362E-10
5.246217E+1,1.841070E-9
5.305667E+1,9.959166E-10
5.361342E+1,-5.598972E-11
5.421012E+1,-3.694509E-11
5.480149E+1,6.637111E-10
5.541592E+1,5.830110E-10
5.600996E+1,6.655028E-10
5.660373E+1,6.395453E-10
5.721689E+1,8.123862E-10
5.781146E+1,8.312322E-10
5.840142E+1,-5.177597E-9
5.901554E+1,1.945203E-10
5.960958E+1,8.489390E-10
6.020361E+1,9.439121E-10
6.081639E+1,1.086819E-9
6.141025E+1,1.084084E-9
6.200532E+1,1.210483E-9
6.261751E+1,1.313312E-9
6.320984E+1,1.342450E-9
6.380505E+1,1.238129E-9
6.439841E+1,1.313809E-9
6.501169E+1,1.281836E-9
6.560559E+1,1.196062E-9
6.620069E+1,1.112129E-9
6.681224E+1,1.148129E-9
6.740591E+1,1.219383E-9
6.796188E+1,1.242505E-9
6.855631E+1,1.191240E-9
6.915079E+1,1.393616E-9
6.976396E+1,1.484711E-9
7.035815E+1,1.462086E-9
7.095214E+1,1.440606E-9
7.156493E+1,1.617673E-9
7.215811E+1,1.619811E-9
7.275136E+1,1.577645E-9
7.336455E+1,1.410323E-9
7.395844E+1,1.482820E-9
7.455340E+1,1.508331E-9
7.516643E+1,1.403661E-9
7.576094E+1,1.348914E-9
7.635463E+1,1.529661E-9
7.694947E+1,1.507535E-9
7.756048E+1,1.532744E-9
7.815414E+1,1.579982E-9
7.874887E+1,1.701258E-9
7.936182E+1,1.702303E-9
7.995668E+1,1.673115E-9
8.055083E+1,1.696038E-9
8.116409E+1,1.781414E-9
8.175723E+1,1.671475E-9
8.235083E+1,1.620309E-9
8.290850E+1,1.661132E-9
8.350292E+1,1.659989E-9
8.411549E+1,1.610114E-9
8.471017E+1,1.660584E-9
8.530461E+1,1.695292E-9
8.591691E+1,1.849086E-9
8.651163E+1,1.845757E-9
8.710418E+1,1.840435E-9
8.771786E+1,1.970416E-9
8.831173E+1,2.013477E-9
8.890610E+1,1.917211E-9
8.950015E+1,1.942968E-9
9.011320E+1,1.919996E-9
9.070665E+1,1.896077E-9
9.130083E+1,1.855552E-9
9.191480E+1,1.920791E-9
9.250944E+1,1.958085E-9
9.310385E+1,1.954057E-9
9.371551E+1,1.914276E-9
9.431091E+1,2.056886E-9
9.490515E+1,2.124510E-9
9.551819E+1,2.123366E-9
9.611220E+1,2.153450E-9
9.670557E+1,2.219284E-9
9.731851E+1,2.195913E-9
9.785578E+1,2.134007E-9
9.846873E+1,2.047833E-9
9.906439E+1,2.166725E-9
9.965771E+1,2.126400E-9
1.002706E+2,2.124807E-9
1.008646E+2,2.093532E-9
1.014593E+2,2.257373E-9
1.020725E+2,2.305508E-9
1.026660E+2,2.246582E-9
1.032599E+2,2.304164E-9
1.038552E+2,2.374921E-9
1.044669E+2,2.415993E-9
1.050614E+2,2.387152E-9
1.056553E+2,2.337825E-9
1.062675E+2,2.463877E-9
1.068625E+2,2.400726E-9
1.074561E+2,2.294020E-9
1.080687E+2,2.315053E-9
1.086637E+2,2.407641E-9
1.092585E+2,2.468403E-9
1.098705E+2,2.455972E-9
1.104640E+2,2.424894E-9
1.110550E+2,2.590127E-9
1.116674E+2,2.673216E-9
1.122613E+2,2.612155E-9
1.128190E+2,2.669439E-9
1.134142E+2,2.749143E-9
1.140077E+2,2.730597E-9
1.146257E+2,7.576807E-7
1.147059E+2,1.572282E-5
1.146928E+2,1.777812E-5
1.146708E+2,1.793840E-5
1.146623E+2,2.020597E-5
1.146516E+2,2.093390E-5
1.146988E+2,2.224800E-5
1.145517E+2,2.330770E-5
1.146247E+2,2.346554E-5
1.146661E+2,2.404979E-5
