gateSignalVoltage,gateEmitterVoltage,collectorEmitterVoltage,collectorEmitterCurrentSingal
9.3750002688,9.5312502784,2.0000002048,0
8.7500002304,9.3750002688,2.0625001984,-0.01562500096
7.9687501824,9.0625002496,2.0000002048,0
6.95312512,8.8281252352,2.0000002048,-0.01562500096
5.7031250432,8.515625216,1.9375002112,-0.01562500096
4.5312499712,8.2812502016,1.812500224,0
3.1249998848,8.2031251968,1.6250002432,0
2.265624832,8.2031251968,1.5625002496,0
1.5624997888,8.2031251968,1.4375002624,-0.01562500096
1.09374976,8.2031251968,1.3750002688,0
0.937499750400001,8.2812502016,1.4375002624,-0.01562500096
0.6249997312,8.515625216,1.5625002496,0
0.703124736,8.6718752256,1.6875002368,0
0.8593747456,8.7500002304,1.8750002176,-0.01562500096
0.937499750400001,8.7500002304,2.0000002048,0
1.0156247552,8.8281252352,2.125000192,-0.01562500096
1.0156247552,9.0625002496,2.1875001856,-0.01562500096
1.09374976,8.9843752448,2.2500001792,0
0.937499750400001,8.9843752448,2.1875001856,0
0.8593747456,8.90625024,2.125000192,0
0.7812497408,8.7500002304,2.0625001984,-0.01562500096
0.703124736,8.6718752256,2.0625001984,-0.03125000192
0.6249997312,8.5937502208,1.9375002112,0
0.5468747264,8.4375002112,1.9375002112,-0.01562500096
0.390624716800001,8.3593752064,1.8750002176,-0.01562500096
0.390624716800001,8.3593752064,1.9375002112,-0.01562500096
0.390624716800001,8.3593752064,1.9375002112,-0.01562500096
0.390624716800001,8.2812502016,2.0625001984,0
0.312499712,8.2812502016,2.125000192,-0.01562500096
0.390624716800001,8.2031251968,2.125000192,-0.01562500096
0.390624716800001,8.0468751872,2.125000192,-0.01562500096
0.312499712,8.125000192,2.1875001856,0
0.312499712,8.125000192,2.125000192,-0.01562500096
0.234374707200001,8.0468751872,2.125000192,-0.01562500096
0.234374707200001,8.0468751872,2.125000192,0
0.234374707200001,7.8906251776,2.0625001984,-0.01562500096
0.234374707200001,7.8906251776,2.125000192,-0.03125000192
0.234374707200001,7.8906251776,2.125000192,-0.03125000192
0.1562497024,7.8125001728,2.125000192,0
0.0781246976000007,7.8125001728,2.2500001792,0
0.0781246976000007,7.8125001728,2.1875001856,-0.01562500096
-3.07199999660668e-07,7.6562501632,2.2500001792,-0.03125000192
0.0781246976000007,7.6562501632,2.3125001728,0
-3.07199999660668e-07,7.5000001536,2.2500001792,0
-3.07199999660668e-07,7.5781251584,2.3125001728,-0.01562500096
-3.07199999660668e-07,7.5781251584,2.2500001792,-0.03125000192
0.0781246976000007,7.4218751488,2.1875001856,-0.03125000192
-0.1562503168,7.4218751488,2.2500001792,0
-0.0781253120000001,7.343750144,2.1875001856,-0.03125000192
-0.1562503168,7.2656251392,2.2500001792,-0.01562500096
-0.0781253120000001,7.2656251392,2.2500001792,-0.03125000192
-0.1562503168,7.1875001344,2.3750001664,0
-0.1562503168,7.343750144,2.3750001664,-0.01562500096
-0.1562503168,7.2656251392,2.3750001664,-0.03125000192
-0.0781253120000001,7.1093751296,2.43750016,0
-0.2343753216,7.0312501248,2.43750016,-0.01562500096
-0.2343753216,6.95312512,2.43750016,0
-0.2343753216,7.0312501248,2.5000001536,-0.03125000192
-0.312500326399999,6.95312512,2.3750001664,0.01562500096
-0.2343753216,6.95312512,2.43750016,-0.01562500096
-0.312500326399999,6.8750001152,2.43750016,-0.01562500096
-0.312500326399999,6.8750001152,2.5000001536,-0.01562500096
-0.312500326399999,6.7968751104,2.5000001536,-0.01562500096
-0.312500326399999,6.7968751104,2.6250001408,-0.01562500096
-0.2343753216,6.7187501056,2.6250001408,-0.01562500096
-0.3906253312,6.7968751104,2.6875001344,-0.01562500096
-0.3906253312,6.7187501056,2.6875001344,-0.01562500096
-0.3906253312,6.7187501056,2.750000128,0
-0.312500326399999,6.7968751104,2.8125001216,-0.01562500096
-0.312500326399999,6.6406251008,2.8750001152,-0.01562500096
-0.312500326399999,6.7187501056,2.8125001216,0
-0.3906253312,6.562500096,2.9375001088,0
-0.3906253312,6.562500096,2.9375001088,0
-0.3906253312,6.6406251008,2.8125001216,-0.01562500096
-0.468750335999999,6.562500096,2.8750001152,0
-0.3906253312,6.4843750912,2.8750001152,0
-0.468750335999999,6.562500096,2.8750001152,0
-0.468750335999999,6.4062500864,2.9375001088,-0.01562500096
-0.5468753408,6.4062500864,3.0000001024,-0.01562500096
-0.5468753408,6.4062500864,3.1250000896,0
-0.5468753408,6.562500096,3.1875000832,-0.01562500096
-0.468750335999999,6.4062500864,3.2500000768,0
-0.3906253312,6.4062500864,3.3125000704,0
-0.3906253312,6.4843750912,3.4375000576,0
-0.3906253312,6.6406251008,3.5000000512,0
-0.468750335999999,6.4843750912,3.4375000576,0
-0.2343753216,6.3281250816,3.5000000512,0
-0.468750335999999,6.3281250816,3.5000000512,0
-0.3906253312,6.4062500864,3.5000000512,-0.01562500096
-0.468750335999999,6.3281250816,3.5000000512,-0.01562500096
-0.5468753408,6.3281250816,3.5625000448,0
-0.5468753408,6.2500000768,3.6250000384,0
-0.468750335999999,6.4062500864,3.687500032,-0.01562500096
-0.5468753408,6.171875072,3.687500032,-0.01562500096
-0.3906253312,6.171875072,3.687500032,0
-0.5468753408,6.171875072,3.8125000192,-0.01562500096
-0.468750335999999,6.171875072,3.8750000128,-0.01562500096
-0.468750335999999,6.171875072,3.8750000128,-0.01562500096
-0.5468753408,6.171875072,3.9375000064,0
-0.468750335999999,6.2500000768,3.9375000064,-0.01562500096
-0.468750335999999,6.2500000768,4,-0.01562500096
-0.468750335999999,6.171875072,4.0624999936,-0.01562500096
-0.3906253312,6.0937500672,4.0624999936,-0.01562500096
-0.5468753408,6.0156250624,4.1874999808,0
-0.5468753408,6.0156250624,4.2499999744,-0.01562500096
-0.5468753408,6.171875072,4.312499968,-0.01562500096
-0.468750335999999,6.0937500672,4.312499968,-0.01562500096
