gateSignalVoltage,gateEmitterVoltage,collectorEmitterVoltage,collectorEmitterCurrentSingal
9.296875264,9.5312502784,2.0312495104,0
8.8281252352,9.3750002688,2.0312495104,-0.01562500096
7.9687501824,9.0625002496,2.0312495104,-0.01562500096
6.95312512,8.7500002304,2.0312495104,-0.01562500096
5.781250048,8.515625216,1.8749995008,0
4.5312499712,8.3593752064,1.7187494912,-0.03125000192
3.2812498944,8.2031251968,1.406249472,-0.01562500096
2.265624832,8.2031251968,1.5624994816,0
1.484374784,8.2812502016,1.2499994624,-0.01562500096
1.0156247552,8.2031251968,1.2499994624,-0.01562500096
0.7812497408,8.3593752064,1.406249472,0
0.7812497408,8.4375002112,1.406249472,0
0.8593747456,8.7500002304,1.7187494912,-0.01562500096
0.7812497408,8.7500002304,1.7187494912,-0.03125000192
1.0156247552,8.9843752448,2.0312495104,0
1.0156247552,8.9843752448,2.18749952,0
1.0156247552,8.9843752448,2.0312495104,-0.01562500096
1.0156247552,8.9843752448,2.18749952,-0.01562500096
0.937499750400001,8.9843752448,2.0312495104,-0.01562500096
0.937499750400001,8.90625024,2.0312495104,-0.01562500096
0.8593747456,8.90625024,2.18749952,0
0.7812497408,8.7500002304,1.8749995008,0
0.703124736,8.6718752256,1.8749995008,0
0.6249997312,8.515625216,1.8749995008,0
0.4687497216,8.5937502208,1.8749995008,0
0.4687497216,8.4375002112,2.0312495104,-0.03125000192
0.390624716800001,8.515625216,1.8749995008,0
0.4687497216,8.515625216,1.8749995008,0
0.390624716800001,8.4375002112,2.0312495104,-0.01562500096
0.390624716800001,8.3593752064,2.0312495104,0
0.390624716800001,8.2812502016,2.18749952,0
0.312499712,8.2031251968,2.18749952,0
0.312499712,8.2812502016,2.0312495104,0
0.390624716800001,8.2031251968,2.18749952,-0.01562500096
0.234374707200001,8.0468751872,2.18749952,0
0.1562497024,8.0468751872,1.8749995008,0.01562500096
0.312499712,7.9687501824,2.18749952,0
0.1562497024,7.8125001728,2.0312495104,-0.01562500096
0.1562497024,7.734375168,2.18749952,-0.01562500096
-3.07199999660668e-07,7.5781251584,2.18749952,0
-3.07199999660668e-07,7.734375168,2.18749952,0
-3.07199999660668e-07,7.6562501632,2.18749952,0
0.0781246976000007,7.5781251584,2.18749952,0
0.0781246976000007,7.6562501632,2.18749952,0
-0.0781253120000001,7.5781251584,2.3437495296,0
0.0781246976000007,7.5000001536,2.3437495296,-0.01562500096
0.0781246976000007,7.5781251584,2.0312495104,-0.01562500096
-0.0781253120000001,7.4218751488,2.3437495296,0
-0.0781253120000001,7.343750144,2.3437495296,0
-0.0781253120000001,7.2656251392,2.18749952,-0.01562500096
-0.0781253120000001,7.1875001344,2.18749952,0
-0.0781253120000001,7.2656251392,2.3437495296,0
-3.07199999660668e-07,7.2656251392,2.3437495296,-0.01562500096
-0.1562503168,7.1875001344,2.4999995392,0
-0.1562503168,7.1875001344,2.18749952,0
-0.2343753216,7.1093751296,2.4999995392,0
-0.2343753216,7.0312501248,2.3437495296,0.01562500096
-0.1562503168,7.0312501248,2.3437495296,0
-0.2343753216,7.1093751296,2.3437495296,0.01562500096
-0.1562503168,6.95312512,2.4999995392,0
-0.1562503168,6.95312512,2.18749952,0
-0.312500326399999,6.95312512,2.4999995392,-0.01562500096
-0.2343753216,6.8750001152,2.4999995392,0
-0.312500326399999,6.7968751104,2.6562495488,-0.01562500096
-0.312500326399999,6.8750001152,2.6562495488,-0.01562500096
-0.3906253312,6.7187501056,2.6562495488,0
-0.312500326399999,6.7968751104,2.8124995584,-0.01562500096
-0.2343753216,6.8750001152,2.8124995584,0
-0.2343753216,6.7968751104,2.968749568,0
-0.2343753216,6.8750001152,2.968749568,-0.01562500096
-0.312500326399999,6.8750001152,2.8124995584,-0.01562500096
-0.312500326399999,6.7187501056,2.968749568,-0.01562500096
-0.2343753216,6.7968751104,2.968749568,0
-0.312500326399999,6.6406251008,3.1249995776,-0.01562500096
-0.3906253312,6.6406251008,2.968749568,0
-0.468750335999999,6.6406251008,3.1249995776,0
-0.468750335999999,6.7968751104,2.968749568,0
-0.468750335999999,6.7187501056,3.2812495872,0
-0.3906253312,6.7187501056,3.2812495872,0
-0.5468753408,6.6406251008,3.2812495872,0
-0.468750335999999,6.6406251008,3.4374995968,0.01562500096
-0.3906253312,6.6406251008,3.2812495872,0
-0.468750335999999,6.6406251008,3.4374995968,0
-0.3906253312,6.562500096,3.5937496064,-0.01562500096
-0.3906253312,6.6406251008,3.749999616,-0.01562500096
-0.312500326399999,6.6406251008,3.749999616,0
-0.3906253312,6.562500096,3.5937496064,0
-0.3906253312,6.562500096,3.749999616,0
-0.468750335999999,6.562500096,3.5937496064,0
-0.3906253312,6.562500096,3.749999616,-0.01562500096
-0.468750335999999,6.562500096,3.5937496064,-0.01562500096
-0.3906253312,6.562500096,3.9062496256,0.01562500096
-0.3906253312,6.562500096,3.9062496256,0
-0.5468753408,6.4843750912,3.9062496256,-0.01562500096
-0.3906253312,6.4062500864,3.9062496256,0
-0.468750335999999,6.4843750912,4.2187496448,-0.01562500096
-0.468750335999999,6.4062500864,4.2187496448,-0.01562500096
-0.5468753408,6.4062500864,4.2187496448,0
-0.5468753408,6.3281250816,4.0624996352,0
-0.5468753408,6.4062500864,4.2187496448,0
-0.468750335999999,6.3281250816,4.3749996544,0
-0.468750335999999,6.4062500864,4.531249664,-0.01562500096
-0.3906253312,6.4062500864,4.531249664,0
-0.468750335999999,6.3281250816,4.6874996736,0
-0.468750335999999,6.3281250816,4.6874996736,0
-0.3906253312,6.4062500864,4.531249664,-0.01562500096
-0.468750335999999,6.3281250816,4.6874996736,0
-0.3906253312,6.3281250816,4.6874996736,0
-0.468750335999999,6.4843750912,4.8437496832,0
-0.468750335999999,6.3281250816,4.8437496832,-0.01562500096
-0.312500326399999,6.2500000768,4.6874996736,0
-0.468750335999999,6.171875072,4.8437496832,-0.01562500096
-0.3906253312,6.171875072,4.9999996928,-0.01562500096
-0.468750335999999,6.171875072,4.8437496832,-0.01562500096
-0.3906253312,6.2500000768,4.8437496832,-0.01562500096
-0.625000345599999,6.2500000768,5.1562497024,0
-0.5468753408,6.171875072,4.9999996928,0
-0.468750335999999,6.0937500672,5.312499712,-0.01562500096
-0.3906253312,6.0156250624,5.1562497024,-0.03125000192
-0.468750335999999,6.171875072,5.4687497216,-0.01562500096
-0.3906253312,6.0937500672,5.312499712,-0.01562500096
-0.468750335999999,6.0937500672,5.312499712,-0.01562500096
-0.3906253312,6.0937500672,5.4687497216,0
-0.3906253312,6.0156250624,5.4687497216,0
-0.312500326399999,6.0937500672,5.4687497216,-0.01562500096
-0.468750335999999,6.0156250624,5.6249997312,-0.03125000192
-0.468750335999999,6.0156250624,5.4687497216,0
-0.468750335999999,6.0937500672,5.6249997312,0
-0.3906253312,6.0156250624,5.7812497408,0
-0.468750335999999,6.0156250624,5.7812497408,-0.01562500096
-0.3906253312,6.0156250624,5.9374997504,0
-0.468750335999999,5.9375000576,5.7812497408,0
-0.5468753408,5.9375000576,5.7812497408,-0.01562500096
-0.3906253312,5.8593750528,5.9374997504,-0.01562500096
-0.312500326399999,5.9375000576,5.7812497408,0
-0.468750335999999,5.8593750528,6.09374976,-0.01562500096
-0.3906253312,5.9375000576,5.9374997504,-0.01562500096
-0.468750335999999,5.8593750528,5.9374997504,-0.01562500096
-0.3906253312,5.8593750528,6.2499997696,-0.01562500096
-0.468750335999999,5.8593750528,6.2499997696,-0.01562500096
