gateSignalVoltage,gateEmitterVoltage,collectorEmitterVoltage,collectorEmitterCurrentSingal
9.3750002688,9.687500288,2.0312495104,0
8.8281252352,9.5312502784,1.8749995008,0
8.125000192,9.2187502592,1.8749995008,0
6.8750001152,8.90625024,2.0312495104,0
5.781250048,8.5937502208,1.8749995008,-0.01562500096
4.4531249664,8.3593752064,1.7187494912,-0.01562500096
3.2812498944,8.2812502016,1.7187494912,-0.01562500096
2.3437498368,8.2031251968,1.406249472,0
1.6406247936,8.2031251968,1.406249472,0
1.09374976,8.3593752064,1.406249472,-0.01562500096
0.937499750400001,8.2812502016,1.2499994624,-0.01562500096
0.7812497408,8.4375002112,1.5624994816,0
0.7812497408,8.6718752256,1.8749995008,-0.01562500096
0.8593747456,8.8281252352,1.8749995008,0
0.937499750400001,8.8281252352,1.8749995008,0.01562500096
1.0156247552,8.9843752448,2.0312495104,0
1.0156247552,9.0625002496,2.18749952,0
1.0156247552,8.9843752448,2.18749952,-0.01562500096
1.09374976,8.90625024,2.0312495104,-0.01562500096
0.8593747456,8.8281252352,2.18749952,0
0.7812497408,8.6718752256,2.18749952,-0.01562500096
0.6249997312,8.5937502208,2.0312495104,-0.01562500096
0.5468747264,8.5937502208,2.0312495104,0
0.390624716800001,8.6718752256,1.8749995008,-0.01562500096
0.390624716800001,8.4375002112,1.8749995008,-0.01562500096
0.390624716800001,8.4375002112,1.8749995008,-0.01562500096
0.4687497216,8.3593752064,2.0312495104,0
0.312499712,8.2812502016,2.18749952,0
0.312499712,8.2812502016,2.18749952,-0.01562500096
0.390624716800001,8.2812502016,2.18749952,-0.01562500096
0.312499712,8.2031251968,2.18749952,0
0.234374707200001,8.2812502016,2.0312495104,0
0.390624716800001,8.2031251968,2.18749952,0
0.312499712,8.0468751872,2.0312495104,-0.01562500096
0.234374707200001,8.0468751872,2.0312495104,0
0.234374707200001,7.8906251776,2.18749952,0
0.312499712,7.8906251776,2.18749952,-0.01562500096
0.1562497024,7.9687501824,2.0312495104,0
0.1562497024,7.8906251776,2.0312495104,-0.01562500096
0.234374707200001,7.8906251776,2.3437495296,-0.01562500096
0.1562497024,7.8125001728,2.18749952,0
0.0781246976000007,7.8125001728,2.18749952,-0.01562500096
0.0781246976000007,7.734375168,2.0312495104,-0.01562500096
-3.07199999660668e-07,7.734375168,2.3437495296,-0.01562500096
